Fecha,Planta 3M5 - Analizada x Vía Húmeda - Metalización [%],Planta 3M5 - Analizada x Vía Húmeda - Fierro Total [%],Planta 3M5 - Analizada x Leco - Metalización [%],Planta 3M5 - Analizada x Leco - Carbón [%],Planta 3M5 - Analizada x Leco - Azufre [%],Planta 3M5 - Analizada x Leco - Oxígeno [%],"Planta 3M5 - Granulometría - +1/8"" [%]","Planta 3M5 - Granulometría - - 1/8"" [%]","Planta 3M5 - Granulometría - Finos - 1/4"" [%]",Planta 4M - Analizada x Vía Húmeda - Metalización [%],Planta 4M - Analizada x Vía Húmeda - Fierro Total [%],Planta 4M - Analizada x Leco - Metalización [%],Planta 4M - Analizada x Leco - Carbón [%],Planta 4M - Analizada x Leco - Azufre [%],Planta 4M - Analizada x Leco - Oxígeno [%],"Planta 4M - Granulometría - +1/8"" [%]","Planta 4M - Granulometría - -1/8"" [%]","Planta 4M - Granulometría - Finos - 1/4"" [%]"
02/03/2024 04:00:00,95.394,84.974,94.899,3.604,0.0094,0.9583,2.406,0.209,2.615,96.627,85.345,95.981,4.0965,0.0145,0.7188,7.514,4.817,12.331
02/03/2024 02:00:00,,,95.061,3.7485,0.0077,0.9225,4.175,0.209,4.384,,,95.755,3.8421,0.0137,0.7688,5.134,1.834,6.968
02/03/2024 00:00:00,95.449,84.957,95.111,3.5124,0.011,0.9115,5.938,0.312,6.25,95.891,85.156,95.48,4.2445,0.0168,0.8298,6.934,5.201,12.135
01/03/2024 22:00:00,,,95.016,3.6858,0.0088,0.9325,5.871,0.577,6.448,,,95.802,3.8389,0.0178,0.7584,1.74,0.201,1.941
01/03/2024 20:00:00,94.124,85.099,94.237,3.468,0.0098,1.105,5.416,0.56,5.976,95.087,84.703,94.49,4.0662,0.0156,1.049,11.562,8.118,19.68
01/03/2024 18:00:00,,,93.506,3.4352,0.0125,1.267,4.645,0.364,5.009,,,95.031,3.8262,0.0158,0.9292,7.946,9.445,17.391
01/03/2024 16:00:00,94.624,84.828,94.562,3.3566,0.0137,1.033,6.072,0.392,6.464,96.076,85.506,95.567,4.014,0.0176,0.8104,6.008,2.907,8.915
01/03/2024 14:00:00,,,94.219,3.5135,0.0118,1.109,5.312,0.186,5.498,,,94.4,3.983,0.0165,1.069,13.36,15.079,28.439
01/03/2024 12:00:00,94.41,84.529,94.803,3.4409,0.0119,0.9796,5.778,0.178,5.956,96,85.388,95.682,3.8934,0.017,0.785,7.634,11.069,18.703
01/03/2024 10:00:00,,,93.565,3.4765,0.0115,1.254,0.94,0.188,1.128,,,94.916,3.6468,0.0137,0.9546,8.166,5.587,13.753
01/03/2024 08:00:00,93.864,84.737,94.133,3.548,0.0115,1.128,3.48,0.275,3.755,95.73,85.884,95.63,3.7733,0.0159,0.7965,11.838,7.597,19.435
01/03/2024 06:00:00,,,94.364,3.4915,0.0075,1.077,5.509,0.765,6.274,,,95.177,3.8914,0.0151,0.8968,5.947,1.098,7.045
01/03/2024 04:00:00,94.573,85.127,95.049,3.5193,0.0118,0.9252,4.545,0.201,4.746,94.084,85.008,94.713,3.8761,0.0156,0.9997,5.682,1.136,6.818
01/03/2024 02:00:00,,,93.673,3.3894,0.009,1.23,3.399,0.227,3.626,,,95.24,4.0082,0.0148,0.8828,6.34,1.099,7.439
01/03/2024 00:00:00,94.154,85.036,94.278,3.7369,0.0087,1.096,1.38,0.345,1.725,96.406,85.659,95.754,3.9997,0.015,0.7689,5.228,2.135,7.363
07/03/2024 22:00:00,,,,,,,,,,,,96.318,4.1406,0.0146,0.644,6.983,1.713,8.696
07/03/2024 20:00:00,95.305,85.114,95.276,3.7162,0.0091,0.8748,4.448,0.712,5.16,95.794,84.974,95.354,4.2199,0.015,0.8576,5.703,0.885,6.588
07/03/2024 18:00:00,,,94.607,3.548,0.0078,1.023,1.406,0.156,1.562,,,95.715,4.2139,0.0137,0.7776,3.237,0.54,3.777
07/03/2024 16:00:00,,,,,,,,,,96.061,85.273,95.623,3.7572,0.013,0.798,5.053,4.902,9.955
07/03/2024 14:00:00,,,94.897,3.682,0.01,0.9588,6.327,0.918,7.245,,,95.337,3.5702,0.0145,0.8613,4.221,2.976,7.197
07/03/2024 12:00:00,94.267,85.363,94.932,3.729,0.007,0.9511,,,,96.359,85.072,95.817,3.7057,0.0135,0.755,,,
07/03/2024 10:00:00,,,94.698,3.7817,0.008,1.003,9.354,1.254,10.608,,,95.914,3.7422,0.0123,0.7336,4.181,1.536,5.717
07/03/2024 08:00:00,94.724,85.06,95.16,3.6182,0.0064,0.9005,1.727,1.295,3.022,96.27,85.414,96.08,3.7057,0.0066,0.6967,2.316,0.632,2.948
07/03/2024 06:00:00,,,94.926,3.5004,0.0014,0.9525,7.06,0.447,7.507,,,95.888,3.7716,0.0072,0.7394,7.713,1.064,8.777
07/03/2024 04:00:00,94.994,85.03,95.091,3.7437,0.0078,0.9159,11.909,0.473,12.382,95.284,85.297,95.545,3.7646,0.0108,0.8152,1.831,0.523,2.354
07/03/2024 02:00:00,,,95.43,3.8086,0.0077,0.8407,8.831,0.421,9.252,,,95.674,3.5612,0.0097,0.7867,8.249,4.033,12.282
07/03/2024 00:00:00,95.626,85.02,95.346,3.8815,0.0075,0.8594,2.684,0.346,3.03,95.836,85.29,95.674,3.572,0.0112,0.7868,3.068,0.795,3.863
06/03/2024 22:00:00,,,95.054,3.85,0.0047,0.9241,5.093,0.926,6.019,,,95.481,3.9991,0.0116,0.8294,6.537,2.294,8.831
06/03/2024 20:00:00,95.519,85.178,95.251,3.7024,0.0084,0.8805,4.298,0.384,4.682,95.443,85.386,95.557,3.8563,0.0108,0.8126,2.765,0.448,3.213
06/03/2024 18:00:00,,,95.108,3.7236,0.0085,0.9122,4.069,0.377,4.446,,,96.084,3.8289,0.012,0.696,7.78,1.602,9.382
06/03/2024 16:00:00,95.745,85.21,95.578,3.9525,0.0104,0.8079,6.768,0.796,7.564,96.424,85.731,96.158,3.7563,0.0113,0.6795,4.481,0.55,5.031
06/03/2024 14:00:00,,,94.823,3.7814,0.012,0.9752,7.955,0.505,8.46,,,94.992,3.78,0.012,0.9377,2.21,0.368,2.578
06/03/2024 12:00:00,93.314,85.324,93.989,3.8536,0.0062,1.16,1.006,0.279,1.285,95.261,85.719,94.743,3.6912,0.0114,0.9929,6.616,5.216,11.832
06/03/2024 10:00:00,,,93.316,3.6496,0.0117,1.309,5.65,0.282,5.932,,,94.757,3.771,0.0116,0.9898,4.384,1.207,5.591
06/03/2024 08:00:00,95.269,85.689,94.504,3.6818,0.0084,1.046,5.351,0.526,5.877,94.385,85.196,94.282,3.535,0.0113,1.095,4.594,1.175,5.769
06/03/2024 06:00:00,,,93.655,3.8063,0.0083,1.234,2.468,0.322,2.79,,,94.368,3.5735,0.0116,1.076,3.101,1.163,4.264
06/03/2024 04:00:00,95.18,85.867,94.49,3.7165,0.0095,1.049,5.837,0.343,6.18,95.764,85.534,95.424,3.6875,0.0129,0.8421,4.762,1.003,5.765
06/03/2024 02:00:00,,,93.42,3.8297,0.0067,1.286,2.18,0.349,2.529,,,95.055,3.8107,0.0116,0.9238,1.906,0.224,2.13
06/03/2024 00:00:00,94.182,85.432,93.894,3.7715,0.0089,1.181,14.721,3.833,18.554,95.876,86.038,95.591,3.853,0.0127,0.8051,0.98,0.245,1.225
05/03/2024 22:00:00,,,93.993,3.8923,0.0102,1.159,4.908,1.104,6.012,,,,,,,,,
05/03/2024 20:00:00,93.796,85.071,93.411,3.8726,0.0088,1.288,6.09,0.884,6.974,96.252,85.651,95.358,3.8375,0.0118,0.8566,5.726,0.769,6.495
05/03/2024 18:00:00,,,93.046,3.5963,0.0099,1.369,9.029,1.022,10.051,,,94.377,3.8503,0.0141,1.074,9.349,3.151,12.5
05/03/2024 16:00:00,93.284,84.765,93.375,3.8972,0.0144,1.296,3.952,1.103,5.055,94.214,85.093,93.723,3.6659,0.0102,1.219,7.198,0.387,7.585
05/03/2024 14:00:00,,,93.704,3.7182,0.0126,1.223,7.639,1.91,9.549,,,94.287,4.0304,0.014,1.094,6.364,7.386,13.75
05/03/2024 12:00:00,93.541,84.763,94.088,3.6756,0.0082,1.138,7.851,1.963,9.814,95.507,85.02,95.154,4.2482,0.0133,0.9018,11.285,9.653,20.938
05/03/2024 10:00:00,,,93.817,3.7347,0.0097,1.198,6.737,1.137,7.874,,,95.012,3.7142,0.0116,0.9334,4.866,4.171,9.037
05/03/2024 08:00:00,93.609,84.493,92.964,3.633,0.0099,1.387,6.971,0.804,7.775,95.671,85.405,95.249,3.7315,0.0131,0.8808,6.134,4.272,10.406
05/03/2024 06:00:00,,,93.398,3.3631,0.0075,1.291,7.932,0.844,8.776,,,95.493,3.3339,0.01,0.8268,0.847,0.593,1.44
05/03/2024 04:00:00,93.653,84.668,93.935,3.5128,0.0085,1.172,6.609,0.348,6.957,94.19,84.566,94.724,3.3429,0.0087,0.9972,2.751,0.963,3.714
05/03/2024 02:00:00,,,94.549,3.3774,0.0071,1.036,10.813,1.386,12.199,,,95.218,3.4523,0.0108,0.8878,1.192,0.256,1.448
05/03/2024 00:00:00,93.928,85.013,93.844,3.3427,0.0092,1.192,9.791,1.723,11.514,93.584,84.677,93.926,3.5362,0.0108,1.174,1.751,0.515,2.266
04/03/2024 22:00:00,,,94.264,3.5116,0.0105,1.099,9.603,1.024,10.627,,,95.429,3.7967,0.0152,0.841,0.789,0.225,1.014
04/03/2024 20:00:00,93.183,84.307,93.583,3.486,0.0065,1.25,5.57,0.783,6.353,94.146,84.663,94.494,3.5377,0.0058,1.048,5.322,1.027,6.349
04/03/2024 18:00:00,,,94.246,3.6125,0.0062,1.103,7.746,0.861,8.607,,,95.007,3.5772,0.0117,0.9345,2.928,0.621,3.549
04/03/2024 16:00:00,94.131,84.575,94.346,3.6398,0.0112,1.081,4.673,0.734,5.407,94.579,84.952,94.845,3.5512,0.0137,0.9703,7.404,2.962,10.366
04/03/2024 14:00:00,,,94.039,3.5564,0.0122,1.149,5.166,1.072,6.238,,,94.598,3.6387,0.0151,1.025,4.706,1.294,6
04/03/2024 12:00:00,94.364,84.891,94.598,3.5522,0.0074,1.025,5.046,1.193,6.239,94.153,84.478,94.544,3.5734,0.0134,1.037,6.208,7.274,13.482
04/03/2024 10:00:00,,,94.178,3.6676,0.0099,1.118,5.196,0.852,6.048,,,94.251,3.5214,0.0126,1.102,5.034,1.007,6.041
04/03/2024 08:00:00,93.318,84.911,93.781,3.5966,0.0081,1.206,5.028,0.838,5.866,94.634,84.512,94.246,3.5354,0.0126,1.103,5.788,5.432,11.22
04/03/2024 06:00:00,,,94.17,3.5944,0.008,1.12,1.082,0.59,1.672,,,95.329,3.7595,0.0138,0.8632,6.885,6.339,13.224
04/03/2024 04:00:00,94.298,85.057,94.445,3.7959,0.0065,1.059,7.799,0.244,8.043,96.038,85.448,95.642,3.4237,0.013,0.7938,6.966,2.007,8.973
04/03/2024 02:00:00,,,94.382,3.6364,0.0059,1.073,10.516,1.29,11.806,,,95.125,3.3637,0.0099,0.9083,4.871,3.789,8.66
04/03/2024 00:00:00,94.224,84.687,94.784,3.578,0.0084,0.9839,9.976,1.85,11.826,95.46,85.317,95.424,3.4334,0.0128,0.8421,9.209,9.767,18.976
10/03/2024 22:00:00,,,94.876,3.6931,0.0085,0.9636,8.119,0.947,9.066,,,94.309,3.2459,0.009,1.089,6.021,3.534,9.555
10/03/2024 20:00:00,95.234,85.385,94.837,3.8693,0.0088,0.9721,4.643,0.829,5.472,94.257,84.756,94.526,3.4658,0.0133,1.041,7.705,1.766,9.471
10/03/2024 18:00:00,,,93.935,3.6891,0.0066,1.172,1.05,0.242,1.292,,,95.819,3.7637,0.0117,0.7546,7.282,1.185,8.467
10/03/2024 16:00:00,94.225,85.4,94.698,3.9644,0.0088,1.003,5.859,1.663,7.522,94.962,85.115,95.4,3.6591,0.0104,0.8475,5.849,0.812,6.661
10/03/2024 14:00:00,,,94.21,3.7753,0.005,1.111,6.125,1.114,7.239,,,95.217,3.465,0.0102,0.888,6.64,2.267,8.907
10/03/2024 12:00:00,94.037,85.429,94.684,3.9346,0.0094,1.006,7.569,0.505,8.074,94.265,85.064,94.78,3.4316,0.0097,0.9847,9.189,2.649,11.838
10/03/2024 10:00:00,,,94.526,3.6437,0.0042,1.041,10.445,1.455,11.9,,,95.03,3.6905,0.0077,0.9295,7.728,0.937,8.665
10/03/2024 08:00:00,95.166,85.881,95.432,3.7634,0.0085,0.8404,5.208,0.473,5.681,94.362,84.853,95.04,3.6935,0.0097,0.9272,7.369,1.426,8.795
10/03/2024 06:00:00,,,94.657,3.6951,0.0075,1.012,6.043,1.066,7.109,,,95.326,3.2797,0.0084,0.8637,7.779,1.127,8.906
10/03/2024 04:00:00,94.012,84.929,94.368,3.4782,0.0063,1.076,9.588,1.546,11.134,96.196,85.237,96.115,3.5559,0.0099,0.6891,4.326,0.787,5.113
10/03/2024 02:00:00,,,94.625,3.7234,0.0072,1.336,5.658,1.132,6.79,,,95.51,3.5283,0.0094,0.823,6.62,1.626,8.246
10/03/2024 00:00:00,94.358,84.906,95.129,3.4987,0.0069,0.9074,5.415,1.805,7.22,94.549,84.609,95.092,3.3186,0.0098,0.9157,9.021,1.031,10.052
09/03/2024 22:00:00,,,94.305,3.472,0.0042,1.09,7.606,0.895,8.501,,,95.944,3.5847,0.0101,0.727,5.923,1.377,7.3
09/03/2024 20:00:00,94.846,84.881,95.136,3.7111,0.0095,0.906,10.76,0.271,11.031,95.548,85.135,95.887,3.6548,0.0115,0.7395,2.486,0.561,3.047
09/03/2024 18:00:00,,,95.051,3.5916,0.0068,0.9247,4.235,0.392,4.627,,,96.024,3.7242,0.0131,0.7091,6.195,7.364,13.559
09/03/2024 16:00:00,93.747,84.434,94.03,3.8409,0.008,1.151,3.374,0.433,3.807,95.612,85.475,95.962,3.4316,0.012,0.7229,3.879,1.401,5.28
09/03/2024 14:00:00,,,94.721,3.5996,0.0051,0.9979,9.338,0.709,10.047,,,95.424,3.3468,0.0108,0.8421,6.42,3.264,9.684
09/03/2024 12:00:00,94.088,84.671,94.463,3.5735,0.0056,1.055,6.759,0.867,7.626,95.012,85.834,95.425,3.6007,0.0077,0.8418,7.339,4.893,12.232
09/03/2024 10:00:00,,,94.675,3.4966,0.0061,1.008,4.795,0.423,5.218,,,95.705,3.4784,0.0086,0.7798,4.125,2.2,6.325
09/03/2024 08:00:00,95.043,84.957,95.098,3.7961,0.0085,0.9142,4.413,0.427,4.84,95.144,85.702,95.276,3.4819,0.0081,0.8749,6.345,2.841,9.186
09/03/2024 06:00:00,,,95.347,3.5313,0.0082,0.8591,7.254,0.666,7.92,,,95.917,3.6676,0.01,0.7329,4.545,1.25,5.795
09/03/2024 04:00:00,94.915,84.936,95.33,3.4972,0.0079,0.8629,5.556,0.154,5.71,96.258,85.233,96.029,4.127,0.0141,0.7081,1.55,0.221,1.771
09/03/2024 02:00:00,,,94.341,3.5238,0.0078,1.082,4.116,0.915,5.031,,,96.196,3.7693,0.0111,0.6711,2.184,0.301,2.485
09/03/2024 00:00:00,93.134,84.533,93.804,3.5166,0.0091,1.201,4.914,0.298,5.212,95.812,85.788,96.048,3.4615,0.0103,0.7039,4.532,0.887,5.419
08/03/2024 22:00:00,,,95.365,3.5612,0.0073,0.8551,9.326,0.862,10.188,,,96.242,3.7147,0.0103,0.661,6.84,1.179,8.019
08/03/2024 20:00:00,93.843,84.661,94.395,3.6772,0.0105,1.07,4.986,0.363,5.349,96.047,85.644,96.212,3.6452,0.0118,0.6676,8.77,1.085,9.855
08/03/2024 18:00:00,,,94.938,3.7454,0.0095,0.9498,4.803,0.576,5.379,,,95.369,3.8936,0.0113,0.8543,6.507,2.483,8.99
08/03/2024 16:00:00,94.531,84.614,95.119,3.7715,0.0106,0.9096,6.694,0.826,7.52,94.505,85.366,95.052,3.7802,0.0118,0.9246,2.807,0.632,3.439
08/03/2024 14:00:00,,,94.336,4.0702,0.0108,1.083,3.98,0.498,4.478,,,95.554,4.0397,0.0146,0.8134,7.461,1.865,9.326
08/03/2024 12:00:00,96.75,85.116,96.152,4.1304,0.0134,0.6808,1.471,0.163,1.634,94.499,84.87,95.247,3.6947,0.0109,0.8813,9.038,5.053,14.091
08/03/2024 10:00:00,,,94.607,3.6088,0.0073,1.023,3.843,0.085,3.928,,,96.143,4.2544,0.0115,0.6829,3.737,0.523,4.26
08/03/2024 08:00:00,94.378,85.379,94.903,3.5627,0.0068,0.9575,6.952,2.037,8.989,96.534,85.178,95.944,4.2448,0.012,0.7268,2.887,1.524,4.411
08/03/2024 06:00:00,,,93.953,3.3979,0.0062,1.168,5.476,1.825,7.301,,,95.764,4.1573,0.0116,0.7669,3.484,0.615,4.099
08/03/2024 04:00:00,93.808,84.492,94.346,3.333,0.0065,1.081,4.826,0.593,5.419,96.428,85.196,95.982,3.9393,0.0142,0.7185,1.849,0.661,2.51
08/03/2024 02:00:00,,,94.662,3.5181,0.0073,1.011,7.678,0.384,8.062,,,96.397,3.7321,0.0125,0.6266,7.525,1.447,8.972
08/03/2024 00:00:00,,,,,,,,,,96.656,84.997,96.247,4.1266,0.0122,0.6597,9.223,3.034,12.257
13/03/2024 22:00:00,,,94.206,3.5068,0.0059,1.112,8.629,1.269,9.898,,,94.522,4.0747,0.0111,1.042,5.17,0.68,5.85
13/03/2024 20:00:00,95.095,84.4,95.052,3.4886,0.0077,0.9244,10.811,3.153,13.964,96.531,85.126,96.146,4.2513,0.015,0.6821,9.277,1.618,10.895
13/03/2024 18:00:00,,,94.892,3.6429,0.0076,0.96,15.372,3.058,18.43,,,95.541,3.7592,0.0114,0.8161,3.534,0.825,4.359
13/03/2024 16:00:00,95.746,84.362,95.343,3.64,0.0083,0.86,2.107,0.263,2.37,96.141,85.439,95.579,3.8718,0.013,0.8078,14.762,5.357,20.119
13/03/2024 14:00:00,,,95.078,3.7089,0.0096,0.9188,13.089,0.698,13.787,,,95.922,3.7695,0.0119,0.7317,5.461,1.451,6.912
13/03/2024 12:00:00,94.222,83.899,94.504,3.6046,0.0113,1.046,2.73,0.091,2.821,96.681,85.832,96.212,3.9145,0.0125,0.6675,5.381,1.345,6.726
13/03/2024 10:00:00,,,94.572,3.9231,0.0084,1.0308,5.54,0.363,5.903,,,94.291,3.5215,0.0108,1.093,0.751,0.225,0.976
13/03/2024 08:00:00,94.22,83.986,94.039,3.5332,0.0116,1.149,7.245,1.716,8.961,96.315,85.363,95.683,3.8461,0.0147,0.7847,3.152,0.438,3.59
13/03/2024 06:00:00,,,94.571,3.4083,0.008,1.031,5.467,0.848,6.315,,,95.797,3.7432,0.0123,0.7595,7.338,2.191,9.529
13/03/2024 04:00:00,93.659,84.109,94.359,3.4068,0.0077,1.078,6.938,1.388,8.326,96.316,85.856,95.832,3.8004,0.0128,0.7517,5.932,2.436,8.368
13/03/2024 02:00:00,,,94.02,3.2992,0.0072,1.153,8.065,3.598,11.663,,,95.969,3.5443,0.0131,0.7214,6.699,3.107,9.806
13/03/2024 00:00:00,95.214,84.674,94.94,3.4781,0.01,0.9494,6.698,1.792,8.49,96.403,84.674,95.784,3.4788,0.0139,0.7624,3.087,0.551,3.638
12/03/2024 22:00:00,,,94.713,3.5638,0.0091,0.9996,9.843,1.504,11.347,,,95.815,3.7351,0.0138,0.7555,2.857,0.306,3.163
12/03/2024 20:00:00,94.783,84.276,94.897,3.5006,0.0132,0.9589,10.688,3.08,13.768,96.407,84.814,95.948,4.1692,0.0164,0.7259,4.192,2.147,6.339
12/03/2024 18:00:00,,,94.382,3.3261,0.012,1.073,5.382,0.26,5.642,,,95.419,3.7871,0.0144,0.8432,8.878,3.364,12.242
12/03/2024 16:00:00,94.288,84.007,94.603,3.4392,0.0124,1.024,4.753,0.538,5.291,95.707,83.98,95.493,4.1782,0.0176,0.8268,13.823,19.161,32.984
12/03/2024 14:00:00,,,95.204,3.5287,0.0128,0.8908,8.577,0.189,8.766,,,95.603,4.0786,0.0166,0.8024,2.618,0.611,3.229
12/03/2024 12:00:00,93.521,84.064,94.025,3.6277,0.0129,1.152,5.913,0.428,6.341,95.821,84.578,95.468,4.2128,0.0167,0.8323,4.832,1.228,6.06
12/03/2024 10:00:00,,,95.4,3.6414,0.0116,0.8473,,,,,,95.443,4.0389,0.0136,0.8378,,,
12/03/2024 08:00:00,94.244,84.352,94.726,3.7831,0.01,0.9968,11.658,1.817,13.475,94.557,84.627,94.969,3.9377,0.0118,0.9428,5.175,0.637,5.812
12/03/2024 06:00:00,,,94.913,3.65,0.0063,0.9553,5.172,0.958,6.13,,,95.715,4.4655,0.0099,0.7776,4.797,0.799,5.596
12/03/2024 04:00:00,94.013,84.577,94.707,3.56,0.0057,1.001,3.53,0.353,3.883,95.954,84.686,95.611,4.0859,0.01,0.8007,7.138,4.566,11.704
12/03/2024 02:00:00,,,94.012,3.7681,0.0062,1.155,2.591,0.648,3.239,,,95.396,4.3142,0.0105,0.8482,7.527,9.319,16.846
12/03/2024 00:00:00,93.956,84.143,94.589,4.8053,0.0074,1.027,2.052,0.474,2.526,93.492,84.751,94.251,4.2336,0.0091,1.102,7.618,9.72,17.338
11/03/2024 22:00:00,,,95.484,4.1251,0.0081,0.8287,1.683,0.198,1.881,,,92.26,3.0946,0.0079,1.543,5.794,3.492,9.286
11/03/2024 20:00:00,94.947,85.313,94.967,3.8545,0.0073,0.9434,2.011,0.161,2.172,95,85.245,95.448,3.805,0.0096,0.8367,6.536,9.168,15.704
11/03/2024 18:00:00,,,94.796,3.4734,0.0086,0.9813,1.542,0.162,1.704,,,95.157,3.6013,0.0106,0.9012,4.012,0.881,4.893
11/03/2024 16:00:00,93.563,85.005,93.686,3.4226,0.0094,1.227,2.2,0.169,2.369,94.71,84.956,94.952,3.3796,0.0109,0.9466,1.366,0.911,2.277
11/03/2024 14:00:00,,,94.799,3.6284,0.0111,0.9806,9.488,1.898,11.386,,,94.431,3.5485,0.0114,1.062,3.695,0.905,4.6
11/03/2024 12:00:00,93.734,84.902,94.359,3.6427,0.0095,1.078,8.722,2.299,11.021,93.476,84.442,93.993,3.4167,0.0102,1.159,3.964,0.971,4.935
11/03/2024 10:00:00,,,94.183,3.5848,0.0104,1.117,6.719,0.672,7.391,,,94.911,3.5597,0.0121,0.9558,5.174,0.763,5.937
11/03/2024 08:00:00,94.369,84.845,94.827,3.6258,0.0115,0.9744,3.683,1.473,5.156,95.434,85.055,95.468,3.8782,0.0121,0.8323,4.97,1.521,6.491
11/03/2024 06:00:00,,,94.744,3.7521,0.0077,0.9928,5.519,0.935,6.454,,,95.334,3.7348,0.0089,0.862,6.211,1.242,7.453
11/03/2024 04:00:00,95.106,84.949,95.302,3.7799,0.0082,0.8692,5.419,1.182,6.601,95.14,85.155,95.954,3.586,0.0097,0.7248,6.082,2.346,8.428
11/03/2024 02:00:00,,,93.046,3.6952,0.0066,1.369,6.322,1.054,7.376,,,95.139,3.8817,0.0094,0.9052,6.755,5.519,12.274
11/03/2024 00:00:00,94.072,84.877,94.854,3.5499,0.0072,0.9683,5.632,0.739,6.371,95.219,84.913,95.318,4.0922,0.0115,0.8657,10.458,7.521,17.979
18/03/2024 22:00:00,,,95.169,4.34,0.0089,0.8985,11.692,1.151,12.843,,,95.069,3.4537,0.0146,0.9208,4.667,1.4,6.067
18/03/2024 20:00:00,95.309,83.809,95.393,4.47,0.0092,0.849,9.344,0.696,10.04,94.249,85.429,94.944,3.422,0.0112,0.9485,4.843,1.33,6.173
18/03/2024 18:00:00,,,95.38,4.3176,0.0079,0.8519,13.168,5.346,18.514,,,95.754,3.719,0.0144,0.7689,5.508,1.296,6.804
18/03/2024 16:00:00,95.707,83.295,95.514,4.0794,0.0088,0.8222,2.606,0.29,2.896,95.106,85.174,95.4,3.9947,0.0127,0.8473,5.711,1.166,6.877
18/03/2024 14:00:00,,,93.479,4.4758,0.0076,1.31,10.749,2.566,13.315,,,95.408,3.7286,0.0131,0.8457,2.781,0.779,3.56
18/03/2024 12:00:00,95.794,82.828,95.316,4.5868,0.0055,0.866,15.278,3.704,18.982,95.021,86.094,95.291,3.8011,0.0111,0.8716,3.439,0.825,4.264
18/03/2024 10:00:00,,,94.861,4.4586,0.0057,0.9669,13.903,2.85,16.753,,,95.617,3.6925,0.0118,0.7993,3.071,1.228,4.299
18/03/2024 08:00:00,95.134,83.041,95.19,4.544,0.0089,0.8939,6.181,0.294,6.475,94.752,85.651,95.221,3.7588,0.0129,0.887,4.237,1.695,5.932
18/03/2024 06:00:00,,,95.465,4.7443,0.0082,0.833,8.102,1.919,10.021,,,95.625,3.9397,0.0122,0.7976,5.396,3.481,8.877
18/03/2024 04:00:00,95.902,83.602,95.589,5.1055,0.0069,0.8055,8.013,2.504,10.517,95.992,86.26,95.561,3.9367,0.0108,0.8117,3.996,1.052,5.048
18/03/2024 02:00:00,,,95.206,4.5891,0.0086,0.8904,9.806,5.917,15.723,,,95.365,3.8889,0.0124,0.8551,2.741,1.073,3.814
18/03/2024 00:00:00,96.16,83.672,95.354,4.2468,0.0066,0.8577,10,2.784,12.784,95.302,85.94,95.644,3.7046,0.0137,0.7934,8.894,4.95,13.844
17/03/2024 22:00:00,,,94.91,3.962,0.0086,0.956,1.979,0.471,2.45,,,95.572,3.7274,0.0168,0.8094,7.112,4.814,11.926
17/03/2024 20:00:00,,,,,,,,,,94.677,85.212,95.111,3.4706,0.0112,0.9115,6.233,1.445,7.678
17/03/2024 18:00:00,,,,,,,,,,,,95.937,3.4433,0.0091,0.7285,2.362,2.025,4.387
17/03/2024 16:00:00,,,,,,,,,,94.243,85.216,94.763,3.2443,0.0091,0.9886,5.346,0.839,6.185
17/03/2024 14:00:00,,,,,,,,,,,,95.775,3.3929,0.012,0.7644,2.157,0.77,2.927
17/03/2024 12:00:00,93.546,83.631,94.002,3.679,0.0044,1.157,1.796,0.15,1.946,95.511,85.498,95.844,3.5455,0.0085,0.749,1.795,0.646,2.441
17/03/2024 10:00:00,,,94.747,3.4823,0.0036,0.992,5.675,0.258,5.933,,,95.106,3.5027,0.007,0.9125,6.48,0.442,6.922
17/03/2024 08:00:00,,,,,,,,,,96.282,84.216,95.638,3.4121,0.0058,0.7946,2.455,0.409,2.864
17/03/2024 06:00:00,,,,,,,,,,,,95.673,3.6135,0.0041,0.7869,4.28,0.658,4.938
17/03/2024 04:00:00,93.659,83.981,93.844,3.5783,0.0056,1.192,10.298,1.191,11.489,95.668,85.082,95.618,3.508,0.0092,0.7992,3.108,0.405,3.513
17/03/2024 02:00:00,,,94.17,3.6173,0.0039,1.12,7.015,0.779,7.794,,,95.351,3.7659,0.0088,0.8582,5.066,0.498,5.564
17/03/2024 00:00:00,94.324,84.069,94.522,3.79,0.0061,1.042,8.723,1.48,10.203,93.93,84.681,94.422,3.5549,0.0086,1.064,4.238,1.385,5.623
16/03/2024 22:00:00,,,94.386,3.7177,0.0059,1.072,5.394,0.415,5.809,,,94.965,3.6109,0.008,0.9437,3.137,0.49,3.627
16/03/2024 20:00:00,93.975,83.678,94.404,3.5828,0.0064,1.068,1.849,0.356,2.205,94.373,84.732,95.048,3.6158,0.0084,0.9253,3.839,0.591,4.43
16/03/2024 18:00:00,,,94.35,3.3562,0.0071,1.08,12.095,2.542,14.637,,,94.188,3.6912,0.0096,1.116,5.738,2.186,7.924
16/03/2024 16:00:00,93.632,83.953,94.215,3.3821,0.0051,1.11,5.761,0.165,5.926,94.396,84.766,95.074,3.3694,0.0076,0.9196,14.252,4.229,18.481
16/03/2024 14:00:00,,,94.093,3.486,0.0042,1.137,9.54,2.255,11.795,,,94.858,3.5176,0.01,0.9676,6.952,1.783,8.735
16/03/2024 12:00:00,92.537,83.704,93.212,3.4914,0.0056,1.332,8.304,1.99,10.294,93.467,84.639,94.188,3.4474,0.0103,1.116,6.627,1.606,8.233
