Fecha,Planta 3M5 - Analizada x Vía Húmeda - Metalización [%],Planta 3M5 - Analizada x Vía Húmeda - Fierro Total [%],Planta 3M5 - Analizada x Leco - Metalización [%],Planta 3M5 - Analizada x Leco - Carbón [%],Planta 3M5 - Analizada x Leco - Azufre [%],Planta 3M5 - Analizada x Leco - Oxígeno [%],"Planta 3M5 - Granulometría - +1/8"" [%]","Planta 3M5 - Granulometría - - 1/8"" [%]","Planta 3M5 - Granulometría - Finos - 1/4"" [%]",Planta 4M - Analizada x Vía Húmeda - Metalización [%],Planta 4M - Analizada x Vía Húmeda - Fierro Total [%],Planta 4M - Analizada x Leco - Metalización [%],Planta 4M - Analizada x Leco - Carbón [%],Planta 4M - Analizada x Leco - Azufre [%],Planta 4M - Analizada x Leco - Oxígeno [%],"Planta 4M - Granulometría - +1/8"" [%]","Planta 4M - Granulometría - -1/8"" [%]","Planta 4M - Granulometría - Finos - 1/4"" [%]"
19/04/2024 12:00:00,93.828,86.908,94.497,3.8153,0.009,1.0475,6.072,1.874,7.946,95.985,85.138,95.725,3.6463,0.0125,0.7755,5.568,0.546,6.114
19/04/2024 10:00:00,,,94.712,3.7719,0.006,1.2207,5.422,1.687,7.109,,,96.031,3.6082,0.0172,0.7077,0.685,0.196,0.881
19/04/2024 08:00:00,95.945,85.467,95.712,3.9056,0.0047,0.7783,3.699,0.528,4.227,95.985,86.499,95.986,3.4469,0.0099,0.7177,1.573,0.492,2.065
19/04/2024 06:00:00,,,95.063,3.94,0.0022,0.922,3.724,0.272,3.996,,,96.351,3.3387,0.0122,0.6367,2.83,1.078,3.908
19/04/2024 04:00:00,94.936,84.822,94.409,4.0104,0.0029,1.067,7.475,0.82,8.295,96.351,86.522,95.908,3.4933,0.0163,0.735,1,0.636,1.636
19/04/2024 02:00:00,,,94.571,3.8762,0.0045,1.031,6.876,1.17,8.046,,,95.835,3.7141,0.0141,0.751,4.502,0.862,5.364
19/04/2024 00:00:00,95.076,85.713,94.625,3.6718,0.0051,1.019,4.672,0.584,5.256,95.538,86.185,95.278,3.5822,0.0103,0.8744,6.775,2.209,8.984
18/04/2024 22:00:00,,,94.382,3.7487,0.0043,1.073,4.766,0.766,5.532,,,96.032,3.5798,0.0145,0.7074,7.32,0.915,8.235
18/04/2024 20:00:00,94.644,85.105,94.809,3.7311,0.0072,0.9783,3.318,0.948,4.266,,,,,,,,,
18/04/2024 18:00:00,,,94.287,3.7201,0.0053,1.094,4.204,0.66,4.864,,,96.432,3.9344,0.0133,0.6188,4.709,0.701,5.41
18/04/2024 16:00:00,94.2,85.211,94.075,3.6851,0.0064,1.141,4.344,0.676,5.02,95.616,85.147,95.421,3.8433,0.0151,0.8427,1.182,0.473,1.655
18/04/2024 14:00:00,,,94.422,3.6453,0.006,1.064,1.005,0.099,1.104,,,95.577,3.5273,0.0137,0.8082,5.562,5.799,11.361
18/04/2024 12:00:00,95.051,84.884,94.644,3.7201,0.0061,1.015,9.801,1.192,10.993,96.34,84.238,95.652,3.8375,0.0102,0.7916,5.606,6.907,12.513
18/04/2024 10:00:00,,,94.237,3.6954,0.0091,1.105,8.629,1.015,9.644,,,95.552,3.9287,0.0144,0.8137,2.873,1.231,4.104
18/04/2024 08:00:00,92.948,85.8,93.478,3.6126,0.0023,1.2731,7.357,1.499,8.856,96.162,85.45,95.596,4.1274,0.013,0.8039,,,
18/04/2024 06:00:00,,,93.592,3.6762,0.0022,1.248,1.578,0.287,1.865,,,95.559,3.8952,0.0118,0.8121,6.56,0.875,7.435
18/04/2024 04:00:00,95.585,85.559,95.429,3.8993,0.0039,0.841,1.726,0.493,2.219,95.418,85.126,95.09,3.6177,0.0124,0.916,5.979,0.657,6.636
18/04/2024 02:00:00,,,93.804,3.6493,0.0052,1.201,5.631,1.907,7.538,,,95.45,3.6557,0.0126,0.8364,5.556,0.725,6.281
18/04/2024 00:00:00,94.175,85.154,94.12,3.5662,0.0035,1.131,1.701,0.243,1.944,93.645,85.224,93.158,3.3743,0.0143,1.344,0.552,0.276,0.828
24/04/2024 22:00:00,,,93.622,3.7684,0,1.2414,1.289,0.092,1.381,,,93.808,3.6366,0.003,1.2,4.957,4.337,9.294
24/04/2024 20:00:00,94.376,85.901,94.355,3.8025,0.0062,1.079,9.666,2.636,12.302,93.422,85.31,93.515,3.8309,0.0087,1.265,5.355,0.974,6.329
24/04/2024 18:00:00,,,94.652,3.779,0.0055,1.013,7.383,1.723,9.106,,,94.255,3.7825,0.0064,1.101,4.323,0.576,4.899
24/04/2024 16:00:00,95.084,85.838,94.897,3.9621,0.0052,0.9588,8.542,2.292,10.834,94.372,85.34,94.328,3.976,0.0088,1.085,4.579,0.733,5.312
24/04/2024 14:00:00,,,93.538,3.8591,0.0038,1.26,4.766,1.833,6.599,,,92.878,3.5463,0.0086,1.406,5.658,0.707,6.365
24/04/2024 12:00:00,93.726,86.183,93.339,3.777,0.0095,1.304,5.481,1.43,6.911,93.759,85.831,93.366,3.5289,0.0108,1.298,6.416,0.684,7.1
24/04/2024 10:00:00,,,93.172,3.9004,0.0053,1.341,5.015,1.77,6.785,,,93.56,3.3614,0.0088,1.255,4.462,1.181,5.643
24/04/2024 08:00:00,94.305,85.348,93.456,3.6767,0.0052,1.278,5.725,1.527,7.252,94,85.902,93.461,3.1514,0.0099,1.287,5.26,1.512,6.772
24/04/2024 06:00:00,,,93.908,3.921,0.0018,1.178,6.542,0.668,7.21,,,95.74,3.3795,0.0078,0.772,7.732,5.155,12.887
24/04/2024 04:00:00,94.25,85.945,93.623,3.7302,0.001,1.241,1.104,0.473,1.577,92.855,86.521,93.216,2.9222,0.007,1.3313,3.578,1.342,4.92
24/04/2024 02:00:00,,,93.652,3.8029,0.0035,1.2347,9.94,2.008,11.948,,,93.357,2.7666,0.01,1.3,7.898,2.455,10.353
24/04/2024 00:00:00,93.214,85.633,93.42,3.5132,0.0025,1.286,7.511,2.468,9.979,93.994,86.142,93.424,3.2597,0.0093,1.2852,5.904,8.595,14.499
23/04/2024 22:00:00,,,93.637,3.6836,0.0036,1.238,8.79,0.799,9.589,,,93.032,3.3201,0.0095,1.372,0.295,0.098,0.393
23/04/2024 20:00:00,93.582,85.336,93.506,3.6829,0.0069,1.267,5.977,0.69,6.667,92.52,85.4,92.906,3.3587,0.0122,1.4,2.752,0.765,3.517
23/04/2024 18:00:00,,,93.704,3.5991,0.0109,1.223,3.294,0.264,3.558,,,93.628,3.2676,0.0135,1.24,2.538,0.592,3.13
23/04/2024 16:00:00,93.88,85.445,93.578,3.6082,0.0098,1.251,5.778,0.356,6.134,93.133,85.618,93.357,3.4771,0.0144,1.3,5.778,0.356,6.134
23/04/2024 14:00:00,,,93.023,3.3352,0.0171,1.374,5.307,0.498,5.805,,,95.762,3.9569,0.0119,0.7673,6.13,2.778,8.908
23/04/2024 12:00:00,93.11,85.384,93.425,3.3719,0.009,1.285,3.997,0.333,4.33,95.75,85.641,95.996,3.9867,0.0128,0.7154,8.619,2.375,10.994
23/04/2024 10:00:00,,,94.359,3.5336,0.0065,1.078,0.902,0.451,1.353,,,95.74,3.867,0.0139,0.7721,5.106,1.17,6.276
23/04/2024 08:00:00,93.05,85.112,95.357,3.4601,0.0088,1.285,5.893,1.3,7.193,95.736,85.974,95.512,3.7295,0.0105,0.8225,4.906,0.892,5.798
23/04/2024 06:00:00,,,95.816,3.3793,0.0075,0.7553,5.136,0.943,6.079,,,95.986,3.5788,0.0124,0.7176,3.385,4.372,7.757
23/04/2024 04:00:00,93.69,85.434,93.885,3.442,0.0034,1.183,4.228,1.035,5.263,95.083,85.541,95.848,3.6826,0.0119,0.7482,6.552,7.661,14.213
23/04/2024 02:00:00,,,94.029,3.4913,0.0051,1.1511,7.395,2.428,9.823,,,96.063,3.6554,0.0128,0.7006,9.898,3.868,13.766
23/04/2024 00:00:00,94.789,85.715,94.142,3.4485,0.0088,1.126,6.919,0.494,7.413,94.997,86.389,95.651,3.2198,0.0122,0.7918,8.381,3.551,11.932
22/04/2024 22:00:00,,,93.835,3.7477,0.0066,1.194,1.255,0.335,1.59,,,95.468,3.1624,0.0134,0.8324,4.621,1.185,5.806
22/04/2024 20:00:00,94.317,86.01,94.346,3.6878,0.0072,1.081,2.299,0.328,2.627,95.014,86.238,94.794,3.0715,0.0115,0.9817,8.425,2.198,10.623
22/04/2024 18:00:00,,,94.873,3.6703,0.0075,0.9641,1.516,0.239,1.755,,,94.836,3.1713,0.0132,0.9723,8.174,2.22,10.394
22/04/2024 16:00:00,94.602,85.942,95.088,3.697,0.0107,0.9165,7.322,1.204,8.526,95.544,86.221,95.204,3.1703,0.0105,0.8909,6.546,2.182,8.728
22/04/2024 14:00:00,,,94.576,3.961,0.0127,1.03,6.228,2.313,8.541,,,94.589,3.2782,0.0161,1.027,5.905,1.632,7.537
22/04/2024 12:00:00,95.071,85.791,94.576,3.7425,0.0069,1.03,11.674,12.886,24.56,94.27,85.736,93.993,3.0605,0.0118,1.159,4.469,1.286,5.755
22/04/2024 10:00:00,,,94.689,3.6984,0.006,1.005,4.073,0.272,4.345,,,95.4,3.0007,0.0129,0.8473,4.741,0.667,5.408
22/04/2024 08:00:00,94.722,85.458,94.278,3.8815,0.0057,1.096,9.006,2.07,11.076,95.018,85.603,94.568,3.265,0.0114,1.0317,4.224,2.437,6.661
22/04/2024 06:00:00,,,93.732,4.0983,0.0025,1.217,9.655,1.241,10.896,,,94.812,4.0032,0.0061,0.9776,4.032,0.645,4.677
22/04/2024 04:00:00,94.787,85.182,94.195,3.7408,0.0033,1.1143,12.208,3.636,15.844,94.058,86.162,94.287,3.3882,0.0074,1.094,1.014,0.507,1.521
22/04/2024 02:00:00,,,93.43,3.7281,0.0051,1.2837,8.246,1.44,9.686,,,94.526,3.974,0.0116,1.041,3.799,0.98,4.779
22/04/2024 00:00:00,94.501,85.301,94.007,3.7271,0.0114,1.156,8.29,1.554,9.844,93.48,85.223,93.854,3.724,0.013,1.19,4.392,0.563,4.955
28/04/2024 22:00:00,,,93.867,3.7379,0.0227,1.187,4.071,0.939,5.01,,,95.635,3.2979,0.024,0.7954,4.353,0.458,4.811
28/04/2024 20:00:00,94.641,85.03,94.165,3.7223,0.0206,1.121,6.328,0.395,6.723,96.685,85.612,96.192,3.4299,0.0235,0.672,3.226,0.553,3.779
28/04/2024 18:00:00,,,93.569,3.706,0.0206,1.253,4.762,1.282,6.044,,,95.239,3.4539,0.0238,0.883,6.446,1.488,7.934
28/04/2024 16:00:00,94.088,85.007,93.844,3.6512,0.0208,1.192,4.659,1.364,6.023,95.93,85.53,95.472,3.171,0.024,0.8314,2.532,0.779,3.311
28/04/2024 14:00:00,,,94.296,3.711,0.0228,1.092,5.236,0.929,6.165,,,95.739,3.3561,0.0237,0.7723,6.829,5.998,12.827
28/04/2024 12:00:00,94.645,85.397,94.08,4.0453,0.0233,1.1399,8.958,2.443,11.401,96.098,85.746,96.064,3.5428,0.023,0.7003,8.045,3.24,11.285
28/04/2024 10:00:00,,,94.233,3.8098,0.0222,1.106,4.536,0.789,5.325,,,95.506,3.6223,0.0225,0.8239,7.722,3.544,11.266
28/04/2024 08:00:00,94.497,85.85,94.395,3.7507,0.0225,1.07,8.706,2.197,10.903,96.257,85.486,96.143,3.4548,0.0231,0.6829,3.823,0.659,4.482
28/04/2024 06:00:00,,,92.459,3.9223,0.0108,1.499,4.317,1.028,5.345,,,94.323,3.6264,0.0121,1.086,4.208,0.601,4.809
28/04/2024 04:00:00,92.068,86.767,92.409,3.9991,0.0221,1.51,6.377,0.709,7.086,94.064,87.494,94.26,3.539,0.0233,1.1,6.734,0.842,7.576
28/04/2024 02:00:00,,,94.278,3.897,0.022,1.096,6.696,1.116,7.812,,,95.427,3.7898,0.0212,0.8415,3.025,0.672,3.697
28/04/2024 00:00:00,92.566,87.02,92.86,3.984,0.0191,1.45,7.394,1.291,8.685,95.02,87.173,95.246,3.4522,0.0206,0.8815,4.296,0.366,4.662
27/04/2024 22:00:00,,,93.222,4.0399,0.022,1.33,1.486,0.437,1.923,,,95.178,3.5267,0.0194,0.8965,7.329,1.011,8.34
27/04/2024 20:00:00,93.504,85.85,93.745,3.9148,0.0228,1.214,8.524,3.326,11.85,95.76,85.431,95.307,3.7356,0.0229,0.8681,2.519,0.42,2.939
27/04/2024 18:00:00,,,93.668,3.55,0.0237,1.231,5.283,0.536,5.819,,,94.994,3.616,0.0226,0.9374,6.269,0.796,7.065
27/04/2024 16:00:00,93.584,85.826,93.009,3.73,0.0227,1.377,1.098,0.64,1.738,95.686,85.43,95.205,3.89,0.0241,0.8907,5.14,5.073,10.213
27/04/2024 14:00:00,,,94.151,3.7717,0.0195,1.124,7.179,0.504,7.683,,,95.91,3.9832,0.021,0.7345,10.071,2.695,12.766
27/04/2024 12:00:00,94.234,85.945,94.192,3.633,0.0126,1.115,6.918,0.407,7.325,96.283,85.854,96.057,3.8537,0.0104,0.7018,7.809,2.35,10.159
27/04/2024 10:00:00,,,94.964,3.7213,0.0105,0.9441,5.525,0.552,6.077,,,,,,,,,
27/04/2024 08:00:00,95.74,86.209,95.548,3.9339,0.005,0.8147,2.594,0.354,2.948,95.141,85.09,95.095,4.3775,0.0057,0.915,8.957,12.348,21.305
27/04/2024 06:00:00,,,93.515,3.6001,0.005,2.0167,1.771,0.212,1.983,,,94.219,3.8653,0.0046,1.4639,5.145,1.594,6.739
27/04/2024 04:00:00,92.425,86.403,92.445,3.6472,0.0049,1.5021,6.955,1.403,8.358,93.762,85.52,94.228,3.7915,0.0047,1.1071,1.913,0.883,2.796
27/04/2024 02:00:00,,,94.014,3.6449,0.0055,1.1545,5.833,0.972,6.805,,,95.07,4.0787,0.0046,0.9206,2.89,0.336,3.226
27/04/2024 00:00:00,95.253,86.501,95.2,3.788,0.0056,1.7669,8.791,0.989,9.78,95.344,86.287,94.781,3.8393,0.0049,0.9845,4.473,1.518,5.991
26/04/2024 22:00:00,,,94.316,3.5904,0.0493,1.5627,1.405,0.192,1.597,,,94.196,3.8866,0.0554,1.1141,4.74,0.729,5.469
26/04/2024 20:00:00,95.166,86.148,94.885,3.49,0.0512,0.9615,7.581,0.645,8.226,95.306,85.589,95.035,3.5483,0.0532,0.9282,1.977,0.188,2.165
26/04/2024 18:00:00,,,92.508,3.39,0.048,1.488,10.473,1.486,11.959,,,95.523,3.89,0.057,0.8201,4.811,0.66,5.471
26/04/2024 16:00:00,92.374,85.376,92.68,3.44,0.002,1.45,7.9,1.455,9.355,95.687,85.115,95.143,4.19,0.0015,0.9044,4.517,0.924,5.441
26/04/2024 14:00:00,,,94.183,3.7042,0,1.117,3.721,0.93,4.651,,,95.156,3.3465,0.0066,0.9015,3.612,0.929,4.541
26/04/2024 12:00:00,93.896,85.669,93.654,3.7097,0.0036,1.2343,5.392,0.956,6.348,,,,,,,,,
26/04/2024 10:00:00,,,93.1,3.6983,0.0031,1.357,2.814,0.778,3.592,,,93.492,3.3639,0.0008,1.27,4.507,0.939,5.446
26/04/2024 08:00:00,95.507,86.031,94.763,3.6651,0.0057,0.9885,3.248,0.527,3.775,95.446,85.852,94.801,3.3879,0.0096,0.9802,1.632,0.223,1.855
26/04/2024 06:00:00,,,93.948,3.6661,0.0016,1.169,5.156,0.644,5.8,,,95.93,3.2141,0.0046,0.7299,1.476,0.277,1.753
26/04/2024 04:00:00,94.676,86.168,94.849,3.7233,0.0015,0.9694,6.118,1.103,7.221,95.312,86.274,95.77,3.2353,0.0067,0.7655,5.524,1.127,6.651
26/04/2024 02:00:00,,,95.235,3.7805,0,0.884,4.974,2.116,7.09,,,94.939,3.3996,0.0065,0.9495,7.83,1.981,9.811
26/04/2024 00:00:00,95.181,85.731,95.007,3.9401,0.0045,0.9345,5.185,1.376,6.561,93.506,85.639,93.67,3.3499,0.009,1.2306,4.336,3.523,7.859
25/04/2024 22:00:00,,,94.763,3.8074,0.0095,0.9886,9.51,1.729,11.239,,,93.818,3.5555,0.0126,1.1978,4.042,1.617,5.659
25/04/2024 20:00:00,95.832,86.206,95.502,3.9757,0.0018,0.8247,9.816,3.374,13.19,,,,,,,,,
25/04/2024 18:00:00,,,94.097,3.9387,0.01,1.136,4.003,0.334,4.337,,,95.058,3.8871,0.0082,0.9232,1.115,0.557,1.672
25/04/2024 16:00:00,94.522,85.646,94.504,4.0757,0.0009,1.046,9.489,1.825,11.314,,,,,,,,,
25/04/2024 14:00:00,,,94.12,3.7701,0,1.131,4.464,0.936,5.4,,,,,,,,,
25/04/2024 12:00:00,94.351,85.41,94.228,3.764,0.0054,1.107,3.187,0.398,3.585,95.305,85.91,95.249,3.6088,0.0103,0.8809,3.601,0.412,4.013
25/04/2024 10:00:00,,,94.662,3.7941,0.0048,1.011,3.583,0.239,3.822,,,95.156,3.3711,0.0045,0.9014,3.943,0.538,4.481
25/04/2024 08:00:00,94.33,85.372,94.237,3.7221,0.0096,1.105,6.916,0.899,7.815,94.847,85.772,94.476,3.9026,0.0051,1.052,6.29,1.823,8.113
25/04/2024 06:00:00,,,93.971,3.8699,0,1.1639,5.609,1.257,6.866,,,93.966,4.2608,0.0093,1.165,7.467,7.733,15.2
25/04/2024 04:00:00,94.577,85.866,93.876,3.6958,0,1.185,4.786,1.496,6.282,93.683,85.953,93.407,3.5908,0.0074,1.289,3.568,0.751,4.319
25/04/2024 02:00:00,,,93.283,3.7022,0.0002,1.3164,1.439,0.411,1.85,,,93.763,3.6653,0.0069,1.21,7.648,6.782,14.43
25/04/2024 00:00:00,94.263,85.838,93.744,3.8369,0.0058,1.2143,4.651,0.997,5.648,94.618,85.964,93.993,3.9436,0.008,1.159,5.819,1.085,6.904
30/04/2024 22:00:00,,,93.136,3.6506,0.0209,1.349,13.378,3.561,16.939,,,94.876,3.2201,0.0209,0.9634,3.744,0.661,4.405
30/04/2024 20:00:00,93.995,84.531,94.463,3.7702,0.0222,1.055,8.878,1.356,10.234,95.28,83.849,94.72,3.9525,0.0211,0.9981,16.667,16.667,33.334
30/04/2024 18:00:00,,,95.195,3.9276,0.0233,0.8928,5.248,0.693,5.941,,,94.841,3.8237,0.02,0.9713,6.012,3.133,9.145
30/04/2024 16:00:00,94.752,84.86,94.836,3.7893,0.0232,1.318,5.361,0.487,5.848,95.652,84.228,95.228,3.8236,0.0242,0.8855,8.74,4.881,13.621
30/04/2024 14:00:00,,,95.166,3.5712,0.0224,0.8992,7.489,0.713,8.202,,,94.625,4.0262,0.0237,1.019,8.681,5.809,14.49
30/04/2024 12:00:00,94.064,84.655,93.993,3.6193,0.0208,1.159,3.427,0.361,3.788,94.503,84.348,94.458,3.8397,0.0225,1.056,6.055,1.703,7.758
30/04/2024 10:00:00,,,93.528,3.703,0.0227,1.262,4.718,0.286,5.004,,,93.867,3.5574,0.0237,1.187,5.733,3.102,8.835
30/04/2024 08:00:00,93.198,83.63,93.091,3.6011,0.0195,1.359,8.417,1.079,9.496,93.394,84.361,93.601,3.2595,0.0225,1.246,5.111,5.451,10.562
30/04/2024 06:00:00,,,94.449,3.5115,0.0236,1.058,5.988,1.198,7.186,,,94.544,3.6867,0.0215,1.037,7.045,1.761,8.806
30/04/2024 04:00:00,92.914,84.01,92.793,3.427,0.0241,1.425,7.547,1.048,8.595,94.526,84.715,94.508,3.6202,0.0241,1.045,6.343,0.933,7.276
30/04/2024 02:00:00,,,92.093,3.6397,0.023,1.58,5.951,1.854,7.805,,,94.508,3.8585,0.0227,1.045,6.233,2.419,8.652
30/04/2024 00:00:00,92.085,84.043,92.061,3.5348,0.024,1.587,7.093,1.489,8.582,95.35,84.882,94.93,3.7555,0.0218,0.9515,13.107,2.265,15.372
29/04/2024 22:00:00,,,91.668,3.4441,0.0193,1.6741,6.524,0.51,7.034,,,93.237,3.5181,0.0233,1.3266,6.576,1.02,7.596
29/04/2024 20:00:00,93.063,84.705,92.748,3.5401,0.0211,1.435,4.447,1.138,5.585,92.433,84.544,92.919,3.3116,0.0241,1.795,4.623,0.428,5.051
29/04/2024 18:00:00,,,94.17,3.4285,0.022,1.12,5.501,0.887,6.388,,,95.2,3.3625,0.0235,0.8916,5.33,1.904,7.234
29/04/2024 16:00:00,93.427,84.685,93.402,3.3844,0.024,1.29,4.81,0.559,5.369,94.341,86.169,94.17,3.1028,0.0247,1.12,0.706,0.141,0.847
29/04/2024 14:00:00,,,92.964,3.4359,0.019,1.387,6.632,0.678,7.31,,,93.52,3.1121,0.0234,1.3016,5.35,2.126,7.476
29/04/2024 12:00:00,94.076,84.765,94.115,3.5139,0.0206,1.132,7.167,0.268,7.435,95.193,85.388,95.041,3.3277,0.021,0.9269,0.805,0.186,0.991
29/04/2024 10:00:00,,,94.486,3.5776,0.0244,1.05,5.676,0.946,6.622,,,95.604,3.4406,0.0225,0.8023,4.311,1.694,6.005
29/04/2024 08:00:00,94.249,84.523,93.993,3.7338,0.021,1.159,9.586,1.642,11.228,96.244,85.51,95.955,3.3039,0.0223,0.7245,5.385,1.058,6.443
29/04/2024 06:00:00,,,94.282,3.68,0.0229,1.095,3.95,0.52,4.47,,,96.112,3.3908,0.0197,0.6896,4.162,0.937,5.099
29/04/2024 04:00:00,93.864,84.354,93.854,3.6685,0.0243,1.19,6.445,0.832,7.277,96.322,84.886,96.006,3.4274,0.0227,0.7132,2.425,0.808,3.233
29/04/2024 02:00:00,,,93.718,3.7907,0.0213,1.22,4.806,0.422,5.228,,,96.176,3.3856,0.0231,0.6756,3.653,1.283,4.936
29/04/2024 00:00:00,93.55,84.734,93.583,3.6729,0.0225,1.25,4.545,0.678,5.223,96.786,85.212,96.296,3.6182,0.0192,0.649,3.266,0.672,3.938
07/05/2024 18:00:00,,,,,,,,,,,,94.713,3.3939,0.0208,0.9996,9.001,4.86,13.861
07/05/2024 16:00:00,,,,,,,,,,95.439,86.248,94.804,3.5069,0.02,0.9795,2.892,1.205,4.097
07/05/2024 14:00:00,,,,,,,,,,,,95.13,3.5278,0.0198,0.9072,4.624,0.635,5.259
07/05/2024 12:00:00,,,,,,,,,,95.152,86.741,94.769,3.5546,0.0224,0.9872,6.786,0.998,7.784
07/05/2024 10:00:00,,,,,,,,,,,,95.031,3.9906,0.024,0.9291,3.714,0.286,4
07/05/2024 08:00:00,,,,,,,,,,95.547,86.659,95.133,3.9051,0.0197,0.9065,5.629,1.945,7.574
07/05/2024 06:00:00,,,,,,,,,,,,94.684,3.7298,0.0212,1.006,5.759,0.823,6.582
07/05/2024 04:00:00,,,,,,,,,,94.749,86.63,94.702,3.5583,0.0211,1.002,8.372,2.179,10.551
07/05/2024 02:00:00,,,,,,,,,,,,94.746,3.441,0.0219,0.9923,1.115,0.334,1.449
07/05/2024 00:00:00,,,,,,,,,,94.13,86.494,94.58,3.5378,0.0223,1.029,11.688,2.597,14.285
06/05/2024 22:00:00,,,,,,,,,,,,94.368,3.3076,0.023,1.076,7.306,1.941,9.247
06/05/2024 20:00:00,,,,,,,,,,94.657,86.076,94.188,3.6635,0.0245,1.116,5.345,2.672,8.017
06/05/2024 18:00:00,,,,,,,,,,,,94.594,3.7475,0.023,1.026,6.398,4.557,10.955
06/05/2024 16:00:00,,,,,,,,,,95.026,85.806,94.662,3.6618,0.0223,1.011,4.699,1.128,5.827
06/05/2024 14:00:00,,,,,,,,,,,,94.975,3.7454,0.0237,0.9415,1.531,0.236,1.767
06/05/2024 12:00:00,,,,,,,,,,94.93,86.464,94.652,3.8702,0.0205,1.013,0.924,0.168,1.092
06/05/2024 10:00:00,,,,,,,,,,,,95.209,3.7312,0.0232,0.8898,2.709,0.236,2.945
06/05/2024 08:00:00,,,,,,,,,,95.886,86.696,95.103,3.79,0.02,0.9132,3.416,2.381,5.797
06/05/2024 06:00:00,,,,,,,,,,,,94.968,3.9326,0.0213,0.9431,2.932,0.694,3.626
06/05/2024 04:00:00,,,,,,,,,,95.099,86.352,94.744,3.8537,0.0224,0.9928,8.052,2.738,10.79
06/05/2024 02:00:00,,,,,,,,,,,,94.85,3.6848,0.023,0.9692,2.534,0.792,3.326
06/05/2024 00:00:00,,,,,,,,,,95.335,87.328,95.049,3.7238,0.0212,0.9251,2.488,0.574,3.062
05/05/2024 22:00:00,,,,,,,,,,,,94.924,3.6914,0.021,0.9529,2.899,0.725,3.624
05/05/2024 20:00:00,,,,,,,,,,93.83,86.171,94.278,3.6801,0.0229,1.096,3.144,1.135,4.279
05/05/2024 18:00:00,,,,,,,,,,,,94.598,3.5195,0.0212,1.025,5.709,1.934,7.643
05/05/2024 16:00:00,,,,,,,,,,94.376,86.175,94.755,3.5911,0.0224,0.9902,5.16,2.313,7.473
05/05/2024 14:00:00,,,,,,,,,,,,94.666,3.6593,0.0234,1.01,5.52,1.84,7.36
05/05/2024 12:00:00,,,,,,,,,,94.152,86.381,94.612,3.5215,0.0197,1.022,4.806,1.272,6.078
05/05/2024 10:00:00,,,93.479,3.9004,0.0239,1.273,4.85,1.235,6.085,,,94.368,3.5725,0.0217,1.076,5.078,2.637,7.715
05/05/2024 08:00:00,93.768,86.444,93.533,3.7807,0.0239,1.261,1.554,0.424,1.978,94.636,86.696,94.793,3.6569,0.0197,0.9818,6.9,7.4,14.3
05/05/2024 06:00:00,,,95.003,3.93,0.0228,0.9354,1.554,0.424,1.978,,,94.773,3.4668,0.0224,0.9864,3.528,0.551,4.079
05/05/2024 04:00:00,95.184,86.494,95.061,3.8119,0.0242,0.9225,13.532,5.142,18.674,95.867,86.842,95.643,3.4954,0.0212,0.7936,4.617,1.866,6.483
05/05/2024 02:00:00,,,94.844,3.8635,0.0232,0.9706,10.134,0.574,10.708,,,94.517,3.3294,0.0205,1.043,8.333,5.853,14.186
05/05/2024 00:00:00,95.898,86.742,95.534,3.9755,0.0239,0.8177,9.242,1.515,10.757,94.247,85.726,94.296,3.3254,0.022,1.092,7.223,6.998,14.221
04/05/2024 22:00:00,,,94.531,3.9093,0.0195,1.04,0.871,0.218,1.089,,,94.743,3.1044,0.0241,0.993,6.508,0.868,7.376
04/05/2024 20:00:00,95.194,86.877,94.99,3.9513,0.0212,0.9383,7.826,1.594,9.42,94.431,86.425,94.458,3.2197,0.0218,1.056,5.836,0.663,6.499
04/05/2024 18:00:00,,,94.305,4.014,0.0215,1.09,3.197,0.699,3.896,,,94.768,3.4521,0.0187,0.9875,7.75,2.93,10.68
04/05/2024 16:00:00,94.489,86.537,94.598,4.0031,0.0221,1.025,1.8,0.9,2.7,95.034,86.343,94.933,3.3384,0.0215,0.9508,5.891,1.342,7.233
04/05/2024 14:00:00,,,94.454,3.8874,0.0226,1.057,8.656,1.595,10.251,,,95.001,3.4066,0.0207,0.9359,2.19,0.476,2.666
04/05/2024 12:00:00,94.316,86.276,94.422,4.0049,0.0235,1.064,1.227,0.23,1.457,94.493,86.449,94.644,3.4911,0.0213,1.015,15.326,10.091,25.417
04/05/2024 10:00:00,,,94.504,4.03,0.0222,1.046,3.286,0.657,3.943,,,94.892,3.61,0.0242,0.96,5.417,1.522,6.939
04/05/2024 08:00:00,95.066,86.169,94.652,3.9984,0.0202,1.013,,,,93.163,85.541,93.388,3.4947,0.0227,1.293,,,
04/05/2024 06:00:00,,,94.732,3.848,0.0246,0.9955,4.224,1.379,5.603,,,94.905,3.657,0.0245,0.957,10.145,6.232,16.377
04/05/2024 04:00:00,94.176,86.215,94.467,3.6714,0.0215,1.054,5.11,1.858,6.968,95.268,86.681,95.203,3.4767,0.0217,0.891,8.503,2.268,10.771
04/05/2024 02:00:00,,,95.293,3.9266,0.0222,0.8712,9.93,2.88,12.81,,,94.544,3.5531,0.0201,1.037,7.664,5.231,12.895
04/05/2024 00:00:00,94.579,86.268,94.513,3.9016,0.0224,1.044,3.614,0.548,4.162,93.94,85.766,94.106,3.4988,0.0241,1.134,5,1.038,6.038
